,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
210,1,8.93,0.23,1.29134,0.408,3.801,4.292,9.0,0.03,0.0,12.749,12.237,11.807,11.59,11.558,1.291
211,1,8.93,0.25,0.75438,-0.761,3.657,4.65,10.1,0.035,0.0,16.771,16.204,15.267,14.659,14.566,0.754
212,1,8.95,-0.39,0.3735,-1.636,3.595,4.971,10.0,0.035,0.0,18.86,18.331,17.199,16.609,16.452,0.374
213,1,8.95,-0.09,1.40826,0.675,3.847,4.247,11.5,0.038,0.0,14.581,14.217,13.901,13.762,13.738,1.408
214,1,8.95,-0.05,0.31075,-1.863,3.565,5.001,11.2,0.037,0.0,20.628,20.189,18.865,18.301,18.101,0.311
215,1,8.95,-0.05,1.11357,0.133,3.781,4.424,14.5,0.038,0.0,18.938,18.418,17.92,17.645,17.609,1.114
216,1,8.95,-0.05,1.13382,0.173,3.786,4.41,14.9,0.038,0.0,19.237,18.726,18.241,17.977,17.942,1.134
217,1,8.95,0.17,0.23369,-2.13,3.539,5.038,9.2,0.031,0.0,19.295,18.929,17.475,16.931,16.699,0.234
218,1,8.95,0.27,0.17995,-2.383,3.514,5.08,9.5,0.033,0.0,20.227,19.932,18.348,17.82,17.579,0.18
219,1,8.95,0.37,0.37722,-1.71,3.566,4.934,11.3,0.037,0.0,20.345,19.938,18.556,17.977,17.786,0.377
220,1,8.95,0.47,0.19473,-2.29,3.526,5.069,9.0,0.03,0.0,19.494,19.16,17.641,17.107,16.873,0.195
221,1,8.97,-0.39,0.38255,-1.61,3.596,4.96,9.7,0.034,0.0,18.494,17.963,16.837,16.243,16.088,0.383
222,1,8.97,-0.33,0.23815,-2.037,3.568,5.069,8.6,0.028,0.0,18.463,17.989,16.724,16.166,15.968,0.238
223,1,8.97,-0.17,0.40608,-1.585,3.587,4.926,10.1,0.035,0.0,18.832,18.336,17.13,16.537,16.376,0.406
224,1,8.97,-0.17,0.69413,-0.833,3.659,4.694,14.5,0.038,0.0,21.354,20.794,19.873,19.263,19.172,0.694
225,1,8.97,-0.13,1.92547,0.978,4.549,6.771,10.7,0.037,0.0,13.025,16.608,17.027,17.181,17.276,1.472
226,1,8.97,-0.11,0.32684,-1.812,3.571,4.996,10.7,0.037,0.0,20.0,19.537,18.25,17.684,17.496,0.327
227,1,8.97,-0.09,0.28373,-1.932,3.563,5.02,9.5,0.033,0.0,19.101,18.663,17.336,16.774,16.57,0.284
228,1,8.97,-0.07,2.09694,1.528,3.769,3.252,14.3,0.038,0.0,15.249,14.705,14.171,13.878,13.835,2.097
229,1,8.97,-0.03,0.41555,-1.587,3.581,4.915,10.0,0.035,0.0,18.737,18.263,17.0,16.416,16.248,0.416
230,1,8.97,0.07,0.24901,-2.06,3.547,5.03,8.0,0.024,0.0,17.921,17.527,16.12,15.569,15.34,0.249
231,1,8.97,0.09,1.33623,0.511,3.816,4.262,10.0,0.035,0.0,13.492,13.03,12.634,12.439,12.411,1.336
232,1,8.97,0.11,0.12015,-2.828,3.47,5.172,8.2,0.025,0.0,20.041,19.896,18.049,17.527,17.264,0.12
233,1,8.97,0.11,0.59858,-1.151,3.616,4.776,9.3,0.032,0.0,16.948,16.439,15.329,14.656,14.537,0.599
234,1,8.97,0.11,1.47234,0.711,3.836,4.184,10.5,0.036,0.0,13.494,13.078,12.738,12.583,12.557,1.472
235,1,8.97,0.13,0.57555,-1.21,3.609,4.792,10.8,0.037,0.0,18.595,18.1,16.954,16.284,16.16,0.576
236,1,8.97,0.13,2.03967,1.381,3.843,3.684,14.7,0.038,0.0,16.018,15.615,15.299,15.168,15.14,2.04
237,1,8.97,0.15,0.37299,-1.717,3.567,4.94,10.4,0.036,0.0,19.462,19.035,17.684,17.112,16.92,0.373
238,1,8.97,0.21,0.0977,-3.089,3.438,5.215,8.3,0.026,0.0,20.792,20.796,18.72,18.189,17.917,0.098
239,1,8.97,0.23,0.25495,-2.059,3.542,5.017,11.4,0.038,0.0,21.317,20.948,19.506,18.958,18.727,0.255
240,1,8.97,0.25,0.48647,-1.434,3.587,4.852,10.8,0.037,0.0,19.156,18.711,17.414,16.793,16.641,0.486
241,1,8.97,0.29,0.86794,-0.477,3.695,4.581,10.3,0.036,0.0,16.262,15.652,14.873,14.392,14.318,0.868
242,1,8.97,0.31,0.27247,-2.006,3.546,5.007,11.2,0.037,0.0,20.984,20.605,19.182,18.63,18.4,0.272
243,1,8.97,0.41,0.35423,-1.773,3.562,4.953,9.9,0.034,0.0,19.102,18.698,17.311,16.737,16.536,0.354
244,1,8.99,-0.35,1.05953,0.141,3.801,4.471,10.7,0.037,0.0,15.117,14.66,14.209,13.966,13.937,1.06
245,1,8.99,-0.31,0.32202,-1.79,3.582,5.01,11.4,0.038,0.0,20.645,20.144,18.941,18.368,18.193,0.322
246,1,8.99,-0.19,0.2426,-2.044,3.561,5.056,9.9,0.034,0.0,19.78,19.342,18.021,17.461,17.252,0.243
247,1,8.99,-0.19,0.45695,-1.456,3.598,4.891,10.4,0.036,0.0,18.81,18.296,17.148,16.527,16.383,0.457
248,1,8.99,-0.09,0.26694,-1.982,3.56,5.032,11.1,0.037,0.0,20.826,20.4,19.058,18.497,18.287,0.267
249,1,8.99,-0.09,1.01215,-0.068,3.759,4.494,12.9,0.038,0.0,17.84,17.287,16.722,16.395,16.352,1.012
250,1,8.99,-0.01,0.82844,-0.533,3.696,4.62,11.6,0.038,0.0,17.703,17.11,16.332,15.837,15.767,0.828
251,1,8.99,0.01,0.39539,-1.638,3.576,4.922,10.2,0.035,0.0,19.066,18.606,17.304,16.732,16.557,0.395
252,1,8.99,0.03,1.06205,0.011,3.766,4.462,9.9,0.034,0.0,14.643,14.089,13.546,13.238,13.198,1.062
253,1,8.99,0.03,0.45182,-1.505,3.585,4.886,11.2,0.037,0.0,19.734,19.261,18.006,17.405,17.247,0.452
254,1,8.99,0.05,0.43451,-1.547,3.581,4.895,7.0,0.017,0.0,15.638,15.162,13.887,13.3,13.136,0.435
255,1,8.99,0.05,0.52544,-1.326,3.6,4.831,9.6,0.033,0.0,17.685,17.187,16.018,15.363,15.232,0.525
256,1,8.99,0.09,0.4232,-1.577,3.578,4.9,10.2,0.035,0.0,18.912,18.459,17.15,16.568,16.398,0.423
257,1,8.99,0.11,0.37047,-1.72,3.568,4.944,12.0,0.038,0.0,21.069,20.637,19.294,18.724,18.533,0.37
258,1,8.99,0.17,0.34727,-1.789,3.562,4.961,9.9,0.034,0.0,19.143,18.726,17.361,16.794,16.59,0.347
259,1,8.99,0.27,0.21861,-2.188,3.534,5.05,11.1,0.037,0.0,21.341,20.99,19.51,18.97,18.737,0.219
260,1,8.99,0.51,0.34428,-1.8,3.56,4.961,11.4,0.038,0.0,20.669,20.273,18.878,18.304,18.099,0.344
261,1,9.01,-0.31,0.18338,-2.302,3.543,5.12,9.9,0.034,0.0,20.426,20.034,18.643,18.087,17.855,0.183
262,1,9.01,-0.31,0.60731,-1.033,3.64,4.762,11.4,0.038,0.0,18.754,18.211,17.226,16.583,16.476,0.607
263,1,9.01,-0.21,0.42711,-1.526,3.593,4.913,10.1,0.035,0.0,18.685,18.175,17.007,16.401,16.249,0.427
264,1,9.01,-0.09,1.42989,0.719,3.85,4.221,12.6,0.038,0.0,15.573,15.215,14.906,14.772,14.749,1.43
265,1,9.01,-0.01,1.08186,0.071,3.772,4.436,13.3,0.038,0.0,17.893,17.354,16.829,16.534,16.495,1.082
266,1,9.01,0.01,0.47299,-1.452,3.59,4.873,11.1,0.037,0.0,19.501,19.017,17.796,17.18,17.03,0.473
267,1,9.01,0.05,2.13631,1.594,3.689,2.875,10.2,0.035,0.0,10.985,10.39,9.581,9.083,9.002,2.136
268,1,9.01,0.09,0.25062,-2.057,3.547,5.027,11.0,0.037,0.0,20.913,20.53,19.114,18.562,18.332,0.251
269,1,9.01,0.13,0.42597,-1.575,3.577,4.897,7.4,0.02,0.0,16.107,15.651,14.334,13.753,13.584,0.426
270,1,9.01,0.15,0.30781,-1.894,3.555,4.986,8.5,0.027,0.0,18.006,17.597,16.217,15.658,15.44,0.308
271,1,9.01,0.19,0.45886,-1.503,3.581,4.873,10.6,0.037,0.0,19.126,18.682,17.368,16.769,16.606,0.459
272,1,9.01,0.27,0.37628,-1.712,3.566,4.934,10.5,0.036,0.0,19.55,19.136,17.765,17.191,16.997,0.376
273,1,9.01,0.41,0.15628,-2.557,3.495,5.115,9.5,0.033,0.0,20.662,20.43,18.738,18.216,17.964,0.156
274,1,9.03,-0.27,0.60405,-1.053,3.637,4.765,11.6,0.038,0.0,19.002,18.463,17.464,16.815,16.706,0.604
275,1,9.03,-0.21,0.30362,-1.854,3.573,5.013,11.3,0.037,0.0,20.704,20.228,18.966,18.402,18.216,0.304
276,1,9.03,-0.15,0.69313,-0.841,3.657,4.695,10.7,0.037,0.0,17.573,17.014,16.087,15.472,15.38,0.693
277,1,9.03,-0.13,0.29884,-1.88,3.568,5.011,11.6,0.038,0.0,21.07,20.617,19.318,18.753,18.558,0.299
278,1,9.03,-0.07,0.29077,-1.915,3.563,5.014,10.4,0.036,0.0,19.956,19.522,18.191,17.628,17.424,0.291
279,1,9.03,-0.07,0.78415,-0.626,3.685,4.644,12.2,0.038,0.0,18.535,17.95,17.13,16.6,16.524,0.784
280,1,9.03,-0.05,1.20699,0.326,3.803,4.353,12.1,0.038,0.0,16.054,15.579,15.143,14.916,14.886,1.207
281,1,9.03,-0.03,0.26066,-2.011,3.555,5.031,10.8,0.037,0.0,20.598,20.189,18.818,18.26,18.04,0.261
282,1,9.03,-0.01,1.3162,0.516,3.82,4.267,9.9,0.034,0.0,13.379,12.936,12.549,12.358,12.331,1.316
283,1,9.03,-0.01,0.99107,-0.129,3.748,4.503,10.9,0.037,0.0,15.993,15.42,14.822,14.472,14.425,0.991
284,1,9.03,0.03,1.08916,0.072,3.772,4.439,11.2,0.037,0.0,15.79,15.248,14.724,14.432,14.393,1.089
285,1,9.03,0.05,0.34444,-1.786,3.566,4.971,11.3,0.037,0.0,20.534,20.101,18.763,18.196,18.001,0.344
286,1,9.03,0.11,0.80076,-0.623,3.677,4.62,9.3,0.032,0.0,15.628,15.036,14.189,13.641,13.561,0.801
287,1,9.03,0.25,0.60841,-1.136,3.615,4.765,11.6,0.038,0.0,19.211,18.718,17.58,16.901,16.782,0.608
288,1,9.03,0.31,1.13902,0.135,3.772,4.395,11.8,0.038,0.0,16.234,15.667,15.151,14.874,14.833,1.139
289,1,9.03,0.33,0.32066,-1.864,3.555,4.976,11.8,0.038,0.0,21.231,20.833,19.443,18.88,18.663,0.321
290,1,9.03,0.37,0.22781,-2.155,3.536,5.041,7.8,0.022,0.0,17.956,17.592,16.127,15.586,15.354,0.228
291,1,9.03,0.37,0.71206,-0.871,3.643,4.679,11.7,0.038,0.0,18.647,18.103,17.096,16.454,16.352,0.712
292,1,9.03,0.43,0.96403,-0.244,3.727,4.521,9.8,0.034,0.0,15.179,14.558,13.898,13.518,13.458,0.964
293,1,9.03,0.51,0.76283,-0.739,3.66,4.644,10.7,0.037,0.0,17.317,16.738,15.809,15.22,15.127,0.763
294,1,9.05,-0.39,1.2599,0.568,3.845,4.299,9.9,0.034,0.0,13.251,12.905,12.575,12.424,12.402,1.26
295,1,9.05,-0.37,0.43341,-1.482,3.603,4.914,10.9,0.037,0.0,19.375,18.842,17.74,17.127,16.983,0.433
296,1,9.05,-0.37,0.82518,-0.395,3.73,4.614,14.8,0.038,0.0,20.557,19.986,19.325,18.922,18.867,0.825
297,1,9.05,-0.23,1.89662,1.412,3.843,3.623,11.0,0.037,0.0,12.239,11.867,11.542,11.403,11.376,1.897
298,1,9.05,-0.11,0.15049,-2.564,3.503,5.139,8.9,0.03,0.0,20.08,19.814,18.184,17.65,17.405,0.15
299,1,9.05,-0.11,0.35201,-1.746,3.576,4.979,10.7,0.037,0.0,19.836,19.363,18.092,17.523,17.344,0.352
300,1,9.05,-0.09,0.18051,-2.348,3.529,5.106,10.6,0.037,0.0,21.24,20.897,19.406,18.864,18.63,0.181
301,1,9.05,-0.05,0.58615,-1.155,3.62,4.785,10.7,0.037,0.0,18.357,17.838,16.762,16.092,15.973,0.586
302,1,9.05,-0.03,0.44381,-1.517,3.586,4.894,12.3,0.038,0.0,20.862,20.38,19.144,18.544,18.386,0.444
303,1,9.05,0.01,0.26633,-1.998,3.554,5.023,10.6,0.037,0.0,20.366,19.963,18.582,18.024,17.803,0.266
304,1,9.05,0.09,0.27084,-1.996,3.551,5.015,10.9,0.037,0.0,20.659,20.266,18.87,18.314,18.086,0.271
305,1,9.05,0.09,0.34733,-1.781,3.565,4.966,11.6,0.038,0.0,20.824,20.397,19.049,18.481,18.284,0.347
306,1,9.05,0.19,0.47125,-1.472,3.584,4.864,12.9,0.038,0.0,21.35,20.902,19.602,18.994,18.836,0.471
307,1,9.05,0.23,0.1592,-2.536,3.498,5.112,9.8,0.034,0.0,20.909,20.669,18.992,18.469,18.219,0.159
308,1,9.05,0.29,0.25126,-2.07,3.541,5.018,10.8,0.037,0.0,20.744,20.377,18.931,18.384,18.152,0.251
309,1,9.05,0.31,1.7902,1.107,3.838,3.881,9.4,0.032,0.0,11.401,10.967,10.645,10.508,10.479,1.79
310,1,9.05,0.41,0.66649,-0.983,3.63,4.713,12.5,0.038,0.0,19.729,19.212,18.138,17.469,17.359,0.666
311,1,9.05,0.41,0.588,-1.187,3.61,4.779,12.7,0.038,0.0,20.437,19.966,18.774,18.091,17.969,0.588
312,1,9.07,-0.27,0.49621,-1.34,3.61,4.861,11.1,0.037,0.0,19.221,18.694,17.604,16.968,16.835,0.496
313,1,9.07,-0.23,0.67205,-0.873,3.656,4.71,7.9,0.023,0.0,14.854,14.288,13.363,12.748,12.655,0.672
314,1,9.07,-0.19,0.37828,-1.658,3.584,4.955,11.4,0.038,0.0,20.314,19.821,18.604,18.021,17.853,0.378
315,1,9.07,-0.07,0.19635,-2.247,3.541,5.088,10.0,0.035,0.0,20.387,20.013,18.581,18.033,17.801,0.196
316,1,9.07,-0.03,0.57828,-1.179,3.617,4.791,10.2,0.035,0.0,17.918,17.402,16.312,15.644,15.523,0.578
317,1,9.07,-0.01,0.12022,-2.841,3.474,5.201,8.5,0.027,0.0,20.373,20.212,18.394,17.869,17.609,0.12
318,1,9.07,-0.01,1.92868,1.33,3.814,3.595,10.3,0.036,0.0,11.745,11.284,10.883,10.69,10.657,1.929
319,1,9.07,0.05,0.25574,-2.036,3.55,5.027,10.2,0.035,0.0,20.059,19.667,18.268,17.713,17.484,0.256
320,1,9.07,0.05,0.31607,-1.86,3.561,4.988,11.8,0.038,0.0,21.22,20.799,19.444,18.88,18.673,0.316
321,1,9.07,0.05,0.50413,-1.379,3.595,4.848,11.9,0.038,0.0,20.118,19.631,18.432,17.794,17.654,0.504
322,1,9.07,0.07,0.53541,-1.302,3.602,4.822,12.1,0.038,0.0,20.125,19.631,18.463,17.804,17.673,0.535
323,1,9.07,0.09,0.90953,-0.345,3.718,4.56,11.2,0.037,0.0,16.832,16.233,15.535,15.11,15.049,0.91
324,1,9.07,0.15,2.22083,-1.012,4.461,8.099,6.1,0.012,0.0,13.399,16.467,16.855,17.002,17.089,0.724
325,1,9.07,0.19,0.188,-2.331,3.522,5.077,10.7,0.037,0.0,21.297,20.98,19.436,18.904,18.667,0.188
326,1,9.07,0.21,0.37445,-1.717,3.565,4.935,11.1,0.037,0.0,20.161,19.743,18.379,17.807,17.612,0.374
327,1,9.07,0.31,0.84421,-0.531,3.688,4.592,12.0,0.038,0.0,18.099,17.495,16.685,16.179,16.101,0.844
328,1,9.07,0.51,0.51453,-1.365,3.593,4.831,11.3,0.037,0.0,19.482,19.056,17.744,17.084,16.945,0.515
329,1,9.09,-0.35,0.18223,-2.304,3.544,5.124,9.7,0.034,0.0,20.229,19.832,18.453,17.895,17.664,0.182
330,1,9.09,-0.35,0.18323,-2.297,3.545,5.123,10.7,0.037,0.0,21.211,20.813,19.438,18.88,18.648,0.183
331,1,9.09,-0.31,0.33237,-1.763,3.584,5.004,8.5,0.027,0.0,17.678,17.167,15.976,15.401,15.23,0.332
332,1,9.09,-0.27,0.97306,-0.087,3.766,4.522,11.5,0.038,0.0,16.488,15.957,15.408,15.092,15.052,0.973
333,1,9.09,-0.21,0.49135,-1.365,3.606,4.864,13.1,0.038,0.0,21.282,20.761,19.649,19.013,18.878,0.491
334,1,9.09,-0.07,0.8469,-0.457,3.709,4.604,10.8,0.037,0.0,16.712,16.12,15.388,14.931,14.867,0.847
335,1,9.09,-0.07,0.30688,-1.869,3.566,5.003,11.4,0.038,0.0,20.842,20.4,19.082,18.517,18.319,0.307
336,1,9.09,-0.01,0.29593,-1.909,3.56,5.006,10.4,0.036,0.0,19.943,19.52,18.169,17.606,17.398,0.296
337,1,9.09,0.01,0.6103,-1.105,3.622,4.764,12.6,0.038,0.0,20.133,19.615,18.545,17.867,17.752,0.61
338,1,9.09,0.07,0.50939,-1.368,3.596,4.843,11.5,0.038,0.0,19.689,19.204,18.003,17.361,17.222,0.509
339,1,9.09,0.09,0.13388,-2.733,3.481,5.167,8.3,0.026,0.0,19.901,19.715,17.939,17.416,17.159,0.134
340,1,9.09,0.09,0.47773,-1.447,3.589,4.865,9.5,0.033,0.0,17.888,17.415,16.167,15.551,15.4,0.478
341,1,9.09,0.09,0.21394,-2.193,3.539,5.062,10.9,0.037,0.0,21.151,20.789,19.332,18.788,18.556,0.214
342,1,9.09,0.09,0.96571,-0.212,3.736,4.524,11.2,0.037,0.0,16.5,15.91,15.273,14.896,14.842,0.966
343,1,9.09,0.09,0.47783,-1.447,3.589,4.865,11.5,0.038,0.0,19.888,19.418,18.168,17.552,17.4,0.478
344,1,9.09,0.11,0.42819,-1.568,3.578,4.897,11.7,0.038,0.0,20.391,19.942,18.628,18.044,17.875,0.428
345,1,9.09,0.17,1.03549,-0.072,3.75,4.471,8.7,0.028,0.0,13.649,13.058,12.473,12.137,12.09,1.035
346,1,9.09,0.17,0.32002,-1.863,3.556,4.978,9.9,0.034,0.0,19.327,18.921,17.542,16.979,16.764,0.32
347,1,9.09,0.25,1.54928,0.813,3.829,4.078,9.6,0.033,0.0,12.337,11.889,11.538,11.379,11.351,1.549
348,1,9.09,0.27,0.34405,-1.8,3.56,4.96,11.4,0.038,0.0,20.669,20.263,18.884,18.316,18.109,0.344
349,1,9.09,0.29,0.12964,-2.781,3.473,5.169,8.9,0.03,0.0,20.623,20.47,18.641,18.118,17.856,0.13
350,1,9.09,0.33,0.56878,-1.232,3.605,4.791,9.9,0.034,0.0,17.75,17.279,16.076,15.397,15.271,0.569
351,1,9.09,0.39,0.29542,-1.935,3.55,4.991,11.0,0.037,0.0,20.607,20.216,18.817,18.26,18.032,0.295
352,1,9.09,0.41,0.31973,-1.867,3.555,4.976,11.3,0.037,0.0,20.736,20.341,18.947,18.383,18.166,0.32
353,1,9.11,-0.35,0.31386,-1.803,3.583,5.016,11.4,0.038,0.0,20.677,20.172,18.98,18.407,18.233,0.314
354,1,9.11,-0.29,0.323,-1.79,3.581,5.008,11.4,0.038,0.0,20.645,20.147,18.937,18.364,18.189,0.323
355,1,9.11,-0.23,1.24922,0.499,3.834,4.319,11.5,0.038,0.0,15.023,14.637,14.281,14.11,14.086,1.249
356,1,9.11,-0.21,0.47319,-1.41,3.602,4.878,9.2,0.031,0.0,17.496,16.972,15.849,15.22,15.082,0.473
357,1,9.11,-0.19,0.88229,-0.324,3.731,4.579,10.9,0.037,0.0,16.479,15.9,15.245,14.85,14.795,0.882
358,1,9.11,-0.17,0.31995,-1.818,3.574,5.002,10.0,0.035,0.0,19.316,18.84,17.575,17.009,16.825,0.32
359,1,9.11,-0.05,0.61274,-1.085,3.627,4.764,9.8,0.034,0.0,17.282,16.756,15.71,15.037,14.924,0.613
360,1,9.11,-0.05,0.18021,-2.365,3.526,5.108,9.9,0.034,0.0,20.582,20.248,18.734,18.197,17.962,0.18
361,1,9.11,-0.03,0.46522,-1.464,3.591,4.879,9.6,0.033,0.0,18.03,17.539,16.329,15.715,15.565,0.465
362,1,9.11,-0.03,0.23611,-2.095,3.55,5.051,10.7,0.037,0.0,20.706,20.312,18.919,18.364,18.135,0.236
363,1,9.11,0.03,0.63974,-1.031,3.63,4.74,7.6,0.021,0.0,14.947,14.411,13.374,12.703,12.594,0.64
364,1,9.11,0.03,1.29804,0.489,3.813,4.262,9.4,0.032,0.0,12.947,12.483,12.08,11.877,11.848,1.298
365,1,9.11,0.03,0.36735,-1.719,3.571,4.95,10.4,0.036,0.0,19.467,19.02,17.699,17.13,16.944,0.367
366,1,9.11,0.03,0.26463,-2.006,3.553,5.022,10.8,0.037,0.0,20.584,20.186,18.798,18.241,18.017,0.265
367,1,9.11,0.11,0.23892,-2.102,3.543,5.037,9.1,0.031,0.0,19.125,18.748,17.316,16.768,16.537,0.239
368,1,9.11,0.11,0.22829,-2.141,3.541,5.047,9.9,0.034,0.0,20.024,19.654,18.209,17.663,17.432,0.228
369,1,9.11,0.11,1.45021,0.704,3.827,4.15,11.3,0.037,0.0,14.31,13.873,13.51,13.339,13.312,1.45
370,1,9.11,0.15,0.47967,-1.448,3.587,4.86,10.4,0.036,0.0,18.789,18.329,17.057,16.442,16.288,0.48
371,1,9.11,0.19,1.51601,0.774,3.826,4.095,10.5,0.036,0.0,13.334,12.886,12.524,12.356,12.328,1.516
372,1,9.11,0.21,0.31732,-1.873,3.555,4.977,8.9,0.03,0.0,18.353,17.948,16.564,16.003,15.785,0.317
373,1,9.11,0.21,0.4673,-1.479,3.583,4.863,9.8,0.034,0.0,18.268,17.822,16.512,15.907,15.748,0.467
374,1,9.11,0.25,1.8271,1.157,3.812,3.736,10.5,0.036,0.0,12.378,11.888,11.489,11.3,11.267,1.827
375,1,9.11,0.25,1.61832,0.909,3.829,4.002,12.9,0.038,0.0,15.397,14.952,14.601,14.443,14.414,1.618
376,1,9.11,0.37,0.42868,-1.574,3.575,4.891,12.1,0.038,0.0,20.806,20.394,19.011,18.419,18.251,0.429
377,1,9.11,0.45,0.20128,-2.251,3.531,5.062,10.1,0.035,0.0,20.497,20.154,18.657,18.12,17.886,0.201
378,1,9.13,-0.33,0.1866,-2.277,3.547,5.118,9.6,0.033,0.0,20.063,19.659,18.291,17.734,17.503,0.187
379,1,9.13,-0.33,0.85645,-0.33,3.737,4.593,9.8,0.034,0.0,15.396,14.827,14.189,13.804,13.752,0.856
380,1,9.13,-0.33,0.5743,-1.115,3.633,4.789,10.4,0.036,0.0,17.956,17.418,16.409,15.76,15.646,0.574
381,1,9.13,-0.27,0.42561,-1.518,3.596,4.915,12.9,0.038,0.0,21.465,20.947,19.802,19.193,19.044,0.426
382,1,9.13,-0.19,0.70771,-0.786,3.665,4.681,13.0,0.038,0.0,19.734,19.168,18.273,17.683,17.595,0.708
383,1,9.13,-0.17,0.36435,-1.701,3.581,4.969,9.3,0.032,0.0,18.321,17.831,16.598,16.021,15.849,0.364
384,1,9.13,-0.15,0.72196,-0.76,3.668,4.675,9.7,0.034,0.0,16.371,15.798,14.915,14.332,14.247,0.722
385,1,9.13,-0.15,0.63077,-1.009,3.638,4.746,12.5,0.038,0.0,19.792,19.254,18.255,17.602,17.496,0.631
386,1,9.13,-0.13,0.39625,-1.617,3.583,4.932,12.0,0.038,0.0,20.811,20.326,19.093,18.507,18.34,0.396
387,1,9.13,-0.11,0.41879,-1.563,3.586,4.914,9.4,0.032,0.0,18.078,17.586,16.366,15.772,15.611,0.419
388,1,9.13,-0.09,0.21549,-2.162,3.549,5.074,10.0,0.035,0.0,20.175,19.779,18.389,17.835,17.605,0.215
389,1,9.13,-0.07,0.20202,-2.216,3.544,5.083,10.7,0.037,0.0,21.01,20.627,19.212,18.661,18.43,0.202
390,1,9.13,-0.05,0.53015,-1.297,3.606,4.829,10.7,0.037,0.0,18.712,18.202,17.072,16.419,16.29,0.53
391,1,9.13,-0.05,0.34956,-1.763,3.572,4.978,10.9,0.037,0.0,20.077,19.619,18.32,17.753,17.568,0.35
392,1,9.13,-0.03,0.56505,-1.212,3.613,4.801,10.3,0.036,0.0,18.099,17.585,16.482,15.818,15.695,0.565
393,1,9.13,-0.03,0.35905,-1.739,3.572,4.967,10.9,0.037,0.0,20.018,19.562,18.26,17.692,17.508,0.359
394,1,9.13,-0.01,0.61864,-1.08,3.626,4.76,10.5,0.036,0.0,17.969,17.446,16.394,15.717,15.604,0.619
395,1,9.13,0.01,0.51663,-1.343,3.6,4.839,11.0,0.037,0.0,19.128,18.628,17.464,16.814,16.681,0.517
396,1,9.13,0.09,0.35963,-1.746,3.567,4.954,11.7,0.038,0.0,20.836,20.404,19.062,18.493,18.3,0.36
397,1,9.13,0.11,0.58759,-1.176,3.613,4.782,9.2,0.031,0.0,16.91,16.405,15.282,14.61,14.489,0.588
398,1,9.13,0.11,0.13352,-2.738,3.48,5.167,9.3,0.032,0.0,20.915,20.736,18.951,18.428,18.169,0.134
399,1,9.13,0.11,0.19143,-2.306,3.528,5.083,10.3,0.036,0.0,20.835,20.5,18.987,18.452,18.217,0.191
400,1,9.13,0.13,0.16734,-2.476,3.507,5.111,9.4,0.032,0.0,20.36,20.088,18.463,17.938,17.693,0.167
401,1,9.13,0.13,0.41441,-1.603,3.575,4.904,10.7,0.037,0.0,19.478,19.036,17.702,17.126,16.951,0.414
402,1,9.13,0.13,0.29861,-1.916,3.554,4.992,10.9,0.037,0.0,20.46,20.059,18.674,18.114,17.894,0.299
403,1,9.13,0.13,1.81878,1.17,3.807,3.702,12.2,0.038,0.0,14.045,13.557,13.141,12.937,12.903,1.819
404,1,9.13,0.15,0.32508,-1.846,3.558,4.976,6.9,0.017,0.0,16.286,15.864,14.497,13.936,13.726,0.325
405,1,9.13,0.23,0.41851,-1.599,3.573,4.898,11.0,0.037,0.0,19.769,19.342,17.984,17.403,17.227,0.419
406,1,9.13,0.27,0.20817,-2.226,3.532,5.057,9.6,0.033,0.0,19.934,19.586,18.097,17.559,17.325,0.208
407,1,9.13,0.29,0.4377,-1.551,3.577,4.884,11.4,0.038,0.0,20.048,19.624,18.265,17.674,17.506,0.438
408,1,9.15,-0.39,1.20878,0.497,3.834,4.305,9.5,0.033,0.0,13.027,12.65,12.29,12.115,12.092,1.209
409,1,9.15,-0.33,0.87251,-0.291,3.742,4.583,10.9,0.037,0.0,16.396,15.835,15.213,14.841,14.791,0.873
410,1,9.15,-0.27,0.21099,-2.149,3.558,5.089,10.9,0.037,0.0,21.042,20.608,19.287,18.728,18.513,0.211
411,1,9.15,-0.27,0.46178,-1.428,3.603,4.888,11.3,0.037,0.0,19.639,19.115,18.0,17.376,17.236,0.462
412,1,9.15,-0.25,1.63489,1.117,3.857,3.907,15.0,0.038,0.0,16.978,16.646,16.355,16.236,16.212,1.635
413,1,9.15,-0.15,0.10788,-2.947,3.468,5.236,8.5,0.027,0.0,20.638,20.496,18.652,18.111,17.86,0.108
414,1,9.15,-0.15,0.32774,-1.801,3.574,4.997,10.6,0.037,0.0,19.874,19.401,18.131,17.565,17.381,0.328
415,1,9.15,-0.13,0.16219,-2.48,3.514,5.131,9.7,0.034,0.0,20.669,20.368,18.801,18.263,18.022,0.162
416,1,9.15,-0.13,0.77241,-0.63,3.686,4.647,11.9,0.038,0.0,18.245,17.661,16.845,16.319,16.243,0.772
417,1,9.15,-0.11,0.28183,-1.933,3.564,5.022,10.3,0.036,0.0,19.904,19.464,18.143,17.58,17.377,0.282
418,1,9.15,-0.11,0.39004,-1.638,3.581,4.938,11.4,0.038,0.0,20.264,19.783,18.536,17.955,17.785,0.39
419,1,9.15,-0.07,0.74438,-0.726,3.671,4.664,12.2,0.038,0.0,18.785,18.21,17.335,16.76,16.676,0.744
